"연번","도로명주소","지번주소","x 좌표","y 좌표","건물명","구 명칭","전화번호","유형","개방시간","소재지 용도","화장실 현황","장애인화장실 현황","편의시설 (기타설비)","안내표지","소재지","비고"
"106","서울특별시 영등포구 여의동로 343","서울특별시 영등포구 여의도동 84-4","126.93156740","37.52874144","한강공원화장실여의도11","영등포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"107","서울특별시 영등포구 여의동로 350","서울특별시 영등포구 여의도동 84-4","126.93167297","37.52862477","한강공원화장실여의도10","영등포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"108"," ","서울특별시 영등포구 여의도동  85-6","126.93447947","37.52753860","한강공원화장실여의도7","영등포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"109"," ","서울특별시 영등포구 여의도동  85","126.93767547","37.52505937","한강공원화장실여의도5","영등포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"110","서울특별시 용산구 이촌로72길 62","서울특별시 용산구 이촌동 302-17","126.97059644","37.51793366","한강공원화장실이촌11","용산구","02-3780-0780","공중(1층 외부 장애인화장실)","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"111","서울특별시 서초구 한강남자전거길 2172","서울특별시 서초구 반포동 115-5","126.99431193","37.50873503","한강공원화장실반포4","서초구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"112","서울특별시 서초구 한강남자전거길 2262","서울특별시 서초구 잠원동 122-1","127.00233919","37.51307310","한강공원화장실반포2","서초구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"113","서울특별시 강남구 강남대로 708","서울특별시 강남구 압구정동 386-1","127.01595817","37.52431326","한강공원화장실잠원6","강남구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"114"," ","서울특별시 영등포구 여의도동  84","126.92956782","37.53049169","한강공원화장실여의도13","영등포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"115"," ","서울특별시 마포구 상암동  1536-1","126.88912457","37.56049353","한강공원화장실난지1","마포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"116"," ","서울특별시 마포구 상암동  482-417","126.87917633","37.56612686","한강공원화장실난지8","마포구","02-3780-0780","공중","상시","공원"," "," ","한강사업본부 환경과"," "," "," "
"117"," ","서울특별시 도봉구 도봉동  2-6","127.04945717","37.69092611","중랑천변3","도봉구"," ","공중화장실","상시"," ","여자대변기 2 남자대변기 1, 소변기 1","무"," "," "," "," "
"118","서울특별시 강북구 솔매로49길 14","서울특별시 강북구 미아동 197-1","127.02701039","37.62708683","미아동복합청사 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"119","서울특별시 강북구 삼양로19길 154","서울특별시 강북구 미아동 1353-8","127.01566680","37.61698637","강북구 보건소 삼각산보건지소","강북구"," "," "," "," "," "," "," "," "," "," "
"120","서울특별시 강북구 삼양로47길 9","서울특별시 강북구 미아동 748-51","127.01855475","37.62292675","삼양동 종합복지센터 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"121","서울특별시 강북구 도봉로69길 29","서울특별시 강북구 수유동 55-29","127.02183751","37.63055191","수유마을시장 공영주차장 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"122","서울특별시 강북구 삼양로 204","서울특별시 강북구 미아동 734-108","127.02045296","37.62202863","효성용양병원 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"123","서울특별시 강북구 도봉로 74","서울특별시 강북구 미아동 70-20","127.03028888","37.61574529","햇빛병원 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"124","서울특별시 강북구 도봉로 301","서울특별시 강북구 수유동 45-15","127.02270452","37.63542152","대한병원 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"125","서울특별시 강북구 도봉로 266","서울특별시 강북구 미아동 189-6","127.02414686","37.63229407","포근한요양병원 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"126","서울특별시 강북구 도봉로 181","서울특별시 강북구 미아동 304-7","127.02632677","37.62498509","성신병원 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"127","서울특별시 강북구 덕릉로 73","서울특별시 강북구 수유동 47-9","127.02184017","37.63477920","신일병원 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"128","서울특별시 강북구 삼양로91가길 19","서울특별시 강북구 수유동 405-8","127.01601324","37.63608153","수유북부시장 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"129","서울특별시 강북구 삼양로 247","서울특별시 강북구 미아동 1359","127.01784685","37.62550394","롯데마트 삼양점 화장실","강북구"," "," "," "," "," "," "," "," "," "," "
"130","서울특별시 서초구 양재천로 107-2","서울특별시 서초구 양재동 99-5","127.04082141","37.47679600","양재천근린공원"," ","02-2155-6736","공중화장실","상시","개방","남1 여1","남1 여1","손건조기"," "," "," "
"131"," ","서울특별시 영등포구 여의도동 2","126.92157753","37.52460497","(임시화장실)여의도공원","영등포구"," ","임시화장실(탄핵집회 대응)","4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영","탄핵집회 장소","대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개"," "," "," "," "," "
"132","서울특별시 종로구 율곡로 33","서울특별시 종로구 송현동 60-8","126.98283111","37.57581349","(임시화장실)안국역 송현공원 입구","종로구"," ","임시화장실(탄핵집회 대응)","4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영","탄핵집회 장소","대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개"," "," "," "," "," "
"133","서울특별시 종로구 세종대로 159","서울특별시 종로구 세종로 1-68","126.97676971","37.57052277","(임시화장실)광화문역 7번 출구","종로구"," ","임시화장실(탄핵집회 대응)","4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영","탄핵집회 장소","대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개"," "," "," "," "," "
"134","서울특별시 용산구 이태원로 294","서울특별시 용산구 한남동 727-56","127.00222374","37.54045695","(임시화장실)한강진역_블루스퀘어","용산구"," ","임시화장실(탄핵집회 대응)","4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영","탄핵집회 장소","대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개"," "," "," "," "," "
"135","서울특별시 중구 세종대로 110","서울특별시 중구 태평로1가 54-3","126.97737422","37.56625556","(임시화장실)서울광장","중구"," ","임시화장실(탄핵집회 대응)","4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영","탄핵집회 장소","대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개"," "," "," "," "," "
"136","서울특별시 서초구 중앙로 616","서울특별시 서초구 우면동 777","127.02035468","37.45877475","송동근린공원 공중화장실"," ","02-2155-6865","공중화장실","정시","공중화장실"," "," "," "," "," "," "
"137","서울특별시 강남구 선릉로108길 27","서울특별시 강남구 삼성동 113-27","127.04638099","37.51030289","강남구치매지원센터 공영노외주차장","강남구","02-3423-5963","공공개방","정시","교통시설"," "," "," "," "," "," "
"138","서울특별시 강남구 삼성로 610","서울특별시 강남구 삼성동 71","127.05315420","37.51419972","GKL빌딩","강남구"," ","민간개방1"," "," "," "," "," "," "," "," "
"139","서울특별시 강남구 압구정로79길 26","서울특별시 강남구 청담동 124-1","127.04927591","37.52508700","청담문화센터","강남구","02-3423-5963","공공개방","정시","공공청사"," "," "," "," "," "," "
"140","서울특별시 서초구 동산로 35","서울특별시 서초구 양재동 311","127.04238992","37.47181566","양재근린공원","서초구","02-2155-6737","공중","상시(연중 개방)","공원","남1, 여1","손건조기"," "," "," "," "
"141","서울특별시 강남구 학동로20길 13","서울특별시 강남구 논현동 127-14","127.02854718","37.51220217","논현제2 공영주차장","강남구","02-3423-5963","공공개방","정시","교통시설"," "," "," "," "," "," "
"142","서울특별시 강남구 학동로6길 19","서울특별시 강남구 논현동 123-11","127.02458810","37.51067703","논현제1 공영주차장","강남구","02-3423-5963","공공개방","정시","교통시설"," "," "," "," "," "," "
"143","서울특별시 강남구 봉은사로 222","서울특별시 강남구 역삼동 652-2","127.03646631","37.50782224","서광주유소","강남구","02-3423-5963","공중","상시","주유소및충전소"," "," "," "," "," "," "
"144","서울특별시 강남구 도곡로 176","서울특별시 강남구 도곡동 545-7","127.03884041","37.49144570","크리스빌딩(구 한웰빌딩)","강남구","02-3423-5963","민간개방1","정시","빌딩"," "," "," "," "," "," "
"145","서울특별시 강남구 도곡로 162","서울특별시 강남구 도곡동 546-3","127.03768419","37.49104262","선진주유소","강남구","02-3423-5963","공중","상시","주유소및충전소"," "," "," "," "," "," "
"146","서울특별시 강남구 테헤란로 142","서울특별시 강남구 역삼동 736-1","127.03493435","37.49973051","아크플레이스(구 캐피탈타워)","강남구","02-3423-5963","민간개방1","상시","빌딩"," "," "," "," "," "," "
"147","서울특별시 강남구 테헤란로 419","서울특별시 강남구 삼성동 142-43","127.05216616","37.50586554","삼성금융플라자","강남구","02-3423-5963","민간개방1","정시","빌딩","남2,여1"," "," "," "," "," "
"148","서울특별시 강남구 테헤란로 424","서울특별시 강남구 대치동 891","127.05345373","37.50548802","삼성대치타워","강남구","02-3423-5963","민간개방1","상시","빌딩","남1,여1"," "," "," "," "," "
"149","서울특별시 강남구 테헤란로 503","서울특별시 강남구 삼성동 157-33","127.05715141","37.50747681","옥산빌딩","강남구","02-3423-5963","민간개방1","상시","빌딩"," "," "," "," "," "," "
"150","서울특별시 강남구 테헤란로 440","서울특별시 강남구 대치동 892","127.05609900","37.50577335","포스코","강남구","02-3423-5963","민간개방1","상시","빌딩","여1"," "," "," "," "," "
"151","서울특별시 강남구 테헤란로 619","서울특별시 강남구 삼성동 169-17","127.06510370","37.50991036","현대삼성동주유소","강남구","02-3423-5963","공중","상시","주유소및충전소"," "," "," "," "," "," "
"152","서울특별시 강남구 테헤란로88길 14","서울특별시 강남구 대치동 943-27","127.05971028","37.50655716","신도빌딩","강남구","02-3423-5963","민간개방1","정시","빌딩"," "," "," "," "," "," "
"301","서울특별시 강동구 고덕로61길 88","서울특별시 강동구 고덕동 497","127.15181094","37.55845085","두레근린공원","강동구","02%293425-5864","공중","상시","공원"," ","손건조기"," "," "," "," "
"302","서울특별시 강동구 동남로 888","서울특별시 강동구 상일동 147","127.15675665","37.55274168","상일쉼터(그루터기)","강동구"," "," "," "," "," "," "," "," "," "," "
"303","서울특별시 강동구 구천면로 258-6","서울특별시 강동구 천호동 280-9","127.13226264","37.54298063","고분다리시장 화장실","강동구"," "," "," "," "," "," "," "," "," "," "
